OBJECTID,FIPS,County,Tract_Name,Population_Total,Education_Population_AgeOver24,Education_Population_AgeOver24_LessThan9th,Percent_Education_Population_AgeOver24_LessThan9th,Education_Population_AgeOver24_No_High_School_Diploma,Percent_Education_Population_AgeOver24_No_High_School_Diploma,Education_Population_AgeOver24_High_School_Graduate,Percent_Education_Population_AgeOver24_High_School_Graduate,Education_Population_AgeOver24_Some_College_NoDegree,Percent_Education_Population_AgeOver24_Some_College_NoDegree,Education_Population_AgeOver24_Associates_Degree,Percent_Education_Population_AgeOver24_Associates_Degree,Education_Population_AgeOver24_Bachelors_Degree,Percent_Education_Population_AgeOver24_Bachelors_Degree,Education_Population_AgeOver24_Graduate_Degree_Higher,Percent_Education_Population_AgeOver24_Graduate_Degree_Higher,Education_Population_AgeOver24_HSD_Higher,Percent_Education_Population_AgeOver24_HSD_Higher,Education_Population_AgeOver24_Bachelors_Higher,Percent_Education_Population_AgeOver24_Bachelors_Higher,Education_Population_AgeOver24_LessThan9th_Or_No_High_School_Dip,Percent_Education_Population_AgeOver24_LessThan9th_Or_No_High_Sc
134,08077001705,MESA,"Census Tract 17.05, Mesa County, Colorado",5765,3559,52,1.5,420,11.8,1194,33.5,1146,32.2,346,9.7,287,8.1,114,3.2,3087,86.7,401,11.3,472,13.3
135,08077001200,MESA,"Census Tract 12, Mesa County, Colorado",2220,1747,15,0.9,94,5.4,432,24.7,456,26.1,145,8.3,367,21,238,13.6,1638,93.8,605,34.6,109,6.3
136,08019014900,CLEAR CREEK,"Census Tract 149, Clear Creek County, Colorado",2533,2043,12,0.6,52,2.5,563,27.6,504,24.7,136,6.7,558,27.3,218,10.7,1979,96.9,776,38,64,3.1
137,08053973100,HINSDALE,"Census Tract 9731, Hinsdale County, Colorado",857,703,4,0.6,40,5.7,160,22.8,142,20.2,36,5.1,218,31,103,14.7,659,93.7,321,45.7,44,6.3
138,08015000401,CHAFFEE,"Census Tract 4.01, Chaffee County, Colorado",4954,3974,54,1.4,65,1.6,815,20.5,992,25,531,13.4,830,20.9,687,17.3,3855,97,1517,38.2,119,3
139,08015000402,CHAFFEE,"Census Tract 4.02, Chaffee County, Colorado",4110,3322,66,2,151,4.5,1471,44.3,710,21.4,164,4.9,393,11.8,367,11,3105,93.5,760,22.9,217,6.5
140,08015000100,CHAFFEE,"Census Tract 1, Chaffee County, Colorado",2768,1875,81,4.3,98,5.2,431,23,359,19.1,203,10.8,512,27.3,191,10.2,1696,90.5,703,37.5,179,9.5
141,08015000200,CHAFFEE,"Census Tract 2, Chaffee County, Colorado",4607,3743,125,3.3,220,5.9,1088,29.1,943,25.2,204,5.5,663,17.7,500,13.4,3398,90.8,1163,31.1,345,9.2
142,08015000300,CHAFFEE,"Census Tract 3, Chaffee County, Colorado",3118,2609,13,0.5,131,5,388,14.9,760,29.1,216,8.3,637,24.4,464,17.8,2465,94.5,1101,42.2,144,5.5
143,08111972600,SAN JUAN,"Census Tract 9726, San Juan County, Colorado",589,485,24,4.9,6,1.2,125,25.8,122,25.2,35,7.2,127,26.2,46,9.5,455,93.8,173,35.7,30,6.1
144,08085966502,MONTROSE,"Census Tract 9665.02, Montrose County, Colorado",3737,2738,75,2.7,71,2.6,629,23,852,31.1,184,6.7,564,20.6,363,13.3,2592,94.7,927,33.9,146,5.3
145,08085966601,MONTROSE,"Census Tract 9666.01, Montrose County, Colorado",5155,3218,234,7.3,207,6.4,1027,31.9,930,28.9,120,3.7,489,15.2,211,6.6,2777,86.3,700,21.8,441,13.7
146,08085966602,MONTROSE,"Census Tract 9666.02, Montrose County, Colorado",4641,3584,22,0.6,93,2.6,940,26.2,866,24.2,299,8.3,903,25.2,461,12.9,3469,96.8,1364,38.1,115,3.2
147,08085966201,MONTROSE,"Census Tract 9662.01, Montrose County, Colorado",2547,1779,10,0.6,90,5.1,752,42.3,287,16.1,217,12.2,297,16.7,126,7.1,1679,94.4,423,23.8,100,5.7
148,08085966503,MONTROSE,"Census Tract 9665.03, Montrose County, Colorado",3773,2673,138,5.2,258,9.7,886,33.1,611,22.9,215,8,419,15.7,146,5.5,2277,85.2,565,21.1,396,14.9
149,08085966501,MONTROSE,"Census Tract 9665.01, Montrose County, Colorado",3021,2403,109,4.5,21,0.9,672,28,631,26.3,183,7.6,587,24.4,200,8.3,2273,94.6,787,32.8,130,5.4
150,08085966202,MONTROSE,"Census Tract 9662.02, Montrose County, Colorado",4211,2954,278,9.4,375,12.7,1226,41.5,651,22,129,4.4,208,7,87,2.9,2301,77.9,295,10,653,22.1
151,08085966100,MONTROSE,"Census Tract 9661, Montrose County, Colorado",2239,1693,39,2.3,102,6,751,44.4,362,21.4,113,6.7,241,14.2,85,5,1552,91.7,326,19.3,141,8.3
152,08085966400,MONTROSE,"Census Tract 9664, Montrose County, Colorado",6513,4384,195,4.4,145,3.3,1265,28.9,1262,28.8,279,6.4,941,21.5,297,6.8,4044,92.2,1238,28.2,340,7.7
153,08085966300,MONTROSE,"Census Tract 9663, Montrose County, Colorado",5849,4298,300,7,504,11.7,1196,27.8,1076,25,360,8.4,636,14.8,226,5.3,3494,81.3,862,20.1,804,18.7
154,08007940400,ARCHULETA,"Census Tract 9404, Archuleta County, Colorado",1298,1047,19,1.8,32,3.1,318,30.4,323,30.9,81,7.7,173,16.5,101,9.6,996,95.1,274,26.2,51,4.9
155,08007974200,ARCHULETA,"Census Tract 9742, Archuleta County, Colorado",5768,4556,56,1.2,269,5.9,803,17.6,1168,25.6,353,7.7,1507,33.1,400,8.8,4231,92.9,1907,41.9,325,7.1
156,08007974400,ARCHULETA,"Census Tract 9744, Archuleta County, Colorado",2640,1832,40,2.2,58,3.2,386,21.1,458,25,98,5.3,482,26.3,310,16.9,1734,94.7,792,43.2,98,5.4
157,08007974300,ARCHULETA,"Census Tract 9743, Archuleta County, Colorado",3547,2702,115,4.3,188,7,624,23.1,741,27.4,240,8.9,450,16.7,344,12.7,2399,88.8,794,29.4,303,11.3
158,08093000500,PARK,"Census Tract 5, Park County, Colorado",2702,2481,18,0.7,19,0.8,771,31.1,639,25.8,353,14.2,459,18.5,222,8.9,2444,98.5,681,27.4,37,1.5
159,08093000400,PARK,"Census Tract 4, Park County, Colorado",1378,1130,31,2.7,0,0,406,35.9,310,27.4,121,10.7,193,17.1,69,6.1,1099,97.3,262,23.2,31,2.7
160,08093000100,PARK,"Census Tract 1, Park County, Colorado",7051,5438,0,0,86,1.6,1706,31.4,1525,28,589,10.8,1090,20,442,8.1,5352,98.4,1532,28.2,86,1.6
161,08093000300,PARK,"Census Tract 3, Park County, Colorado",2900,2045,6,0.3,41,2,645,31.5,475,23.2,195,9.5,502,24.5,181,8.9,1998,97.7,683,33.4,47,2.3
162,08093000200,PARK,"Census Tract 2, Park County, Colorado",3836,3055,13,0.4,113,3.7,845,27.7,838,27.4,188,6.2,777,25.4,281,9.2,2929,95.9,1058,34.6,126,4.1
163,08001009606,ADAMS,"Census Tract 96.06, Adams County, Colorado",2758,1725,298,17.3,268,15.5,613,35.5,240,13.9,96,5.6,147,8.5,63,3.7,1159,67.2,210,12.2,566,32.8
164,08001009320,ADAMS,"Census Tract 93.20, Adams County, Colorado",2643,1567,168,10.7,272,17.4,488,31.1,370,23.6,70,4.5,153,9.8,46,2.9,1127,71.9,199,12.7,440,28.1
165,08001009409,ADAMS,"Census Tract 94.09, Adams County, Colorado",5473,4335,12,0.3,142,3.3,761,17.6,803,18.5,257,5.9,1188,27.4,1172,27,4181,96.4,2360,54.4,154,3.6
166,08001009322,ADAMS,"Census Tract 93.22, Adams County, Colorado",5296,3089,202,6.5,523,16.9,1011,32.7,619,20,200,6.5,389,12.6,145,4.7,2364,76.5,534,17.3,725,23.4
167,08001009607,ADAMS,"Census Tract 96.07, Adams County, Colorado",4796,3236,234,7.2,278,8.6,904,27.9,784,24.2,296,9.1,487,15,253,7.8,2724,84.2,740,22.9,512,15.8
168,08001009304,ADAMS,"Census Tract 93.04, Adams County, Colorado",5756,3853,158,4.1,204,5.3,910,23.6,1171,30.4,456,11.8,684,17.8,270,7,3491,90.6,954,24.8,362,9.4
169,08001060200,ADAMS,"Census Tract 602, Adams County, Colorado",4157,2947,31,1.1,86,2.9,511,17.3,795,27,258,8.8,707,24,559,19,2830,96,1266,43,117,4
170,08001009325,ADAMS,"Census Tract 93.25, Adams County, Colorado",5515,4059,19,0.5,223,5.5,651,16,745,18.4,382,9.4,1299,32,740,18.2,3817,94,2039,50.2,242,6
171,08069001601,LARIMER,"Census Tract 16.01, Larimer County, Colorado",1581,1295,34,2.6,33,2.5,350,27,359,27.7,73,5.6,283,21.9,163,12.6,1228,94.8,446,34.4,67,5.1
172,08069001301,LARIMER,"Census Tract 13.01, Larimer County, Colorado",3509,2651,84,3.2,179,6.8,464,17.5,628,23.7,195,7.4,672,25.3,429,16.2,2388,90.1,1101,41.5,263,10
173,08069001114,LARIMER,"Census Tract 11.14, Larimer County, Colorado",2293,1795,0,0,1,0.1,136,7.6,300,16.7,110,6.1,565,31.5,683,38.1,1794,99.9,1248,69.5,1,0.1
174,08069001113,LARIMER,"Census Tract 11.13, Larimer County, Colorado",3688,2396,27,1.1,72,3,381,15.9,308,12.9,225,9.4,721,30.1,662,27.6,2297,95.9,1383,57.7,99,4.1
175,08069001107,LARIMER,"Census Tract 11.07, Larimer County, Colorado",5212,2985,0,0,58,1.9,284,9.5,699,23.4,389,13,811,27.2,744,24.9,2927,98.1,1555,52.1,58,1.9
176,08069001104,LARIMER,"Census Tract 11.04, Larimer County, Colorado",6099,3472,0,0,51,1.5,702,20.2,925,26.6,294,8.5,864,24.9,636,18.3,3421,98.5,1500,43.2,51,1.5
177,08069001112,LARIMER,"Census Tract 11.12, Larimer County, Colorado",4675,3000,165,5.5,93,3.1,534,17.8,489,16.3,132,4.4,849,28.3,738,24.6,2742,91.4,1587,52.9,258,8.6
178,08069001010,LARIMER,"Census Tract 10.10, Larimer County, Colorado",2898,2149,0,0,28,1.3,186,8.7,327,15.2,112,5.2,701,32.6,795,37,2121,98.7,1496,69.6,28,1.3
179,08069001007,LARIMER,"Census Tract 10.07, Larimer County, Colorado",3553,2370,73,3.1,30,1.3,308,13,445,18.8,152,6.4,771,32.5,591,24.9,2267,95.7,1362,57.5,103,4.4
180,08069000300,LARIMER,"Census Tract 3, Larimer County, Colorado",2779,2134,6,0.3,70,3.3,209,9.8,389,18.2,161,7.5,768,36,531,24.9,2058,96.4,1299,60.9,76,3.6
181,08069002700,LARIMER,"Census Tract 27, Larimer County, Colorado",6321,4432,36,0.8,221,5,1215,27.4,1066,24.1,510,11.5,870,19.6,514,11.6,4175,94.2,1384,31.2,257,5.8
182,08069002600,LARIMER,"Census Tract 26, Larimer County, Colorado",7794,5567,51,0.9,198,3.6,1249,22.4,1218,21.9,536,9.6,1446,26,869,15.6,5318,95.5,2315,41.6,249,4.5
183,08001015000,ADAMS,"Census Tract 150, Adams County, Colorado",2984,2009,342,17,332,16.5,754,37.5,349,17.4,96,4.8,118,5.9,18,0.9,1335,66.5,136,6.8,674,33.5
184,08001008538,ADAMS,"Census Tract 85.38, Adams County, Colorado",8171,4849,34,0.7,150,3.1,693,14.3,1409,29.1,483,10,1319,27.2,761,15.7,4665,96.2,2080,42.9,184,3.8
185,08001009326,ADAMS,"Census Tract 93.26, Adams County, Colorado",2817,2058,69,3.4,41,2,353,17.2,588,28.6,128,6.2,586,28.5,293,14.2,1948,94.7,879,42.7,110,5.4
186,08001009206,ADAMS,"Census Tract 92.06, Adams County, Colorado",2340,1547,70,4.5,86,5.6,366,23.7,372,24,130,8.4,392,25.3,131,8.5,1391,89.9,523,33.8,156,10.1
187,08001008546,ADAMS,"Census Tract 85.46, Adams County, Colorado",3926,2587,128,4.9,116,4.5,645,24.9,591,22.8,245,9.5,651,25.2,211,8.2,2343,90.6,862,33.3,244,9.4
188,08001008526,ADAMS,"Census Tract 85.26, Adams County, Colorado",6915,4838,235,4.9,304,6.3,825,17.1,1241,25.7,415,8.6,1144,23.6,674,13.9,4299,88.9,1818,37.6,539,11.2
189,08001008901,ADAMS,"Census Tract 89.01, Adams County, Colorado",2800,1473,175,11.9,262,17.8,574,39,233,15.8,117,7.9,61,4.1,51,3.5,1036,70.3,112,7.6,437,29.7
190,08001009608,ADAMS,"Census Tract 96.08, Adams County, Colorado",3225,2531,191,7.5,130,5.1,930,36.7,408,16.1,58,2.3,454,17.9,360,14.2,2210,87.3,814,32.2,321,12.6
191,08001009604,ADAMS,"Census Tract 96.04, Adams County, Colorado",4499,3173,182,5.7,342,10.8,1066,33.6,753,23.7,197,6.2,411,13,222,7,2649,83.5,633,19.9,524,16.5
192,08001009202,ADAMS,"Census Tract 92.02, Adams County, Colorado",4554,2826,365,12.9,334,11.8,988,35,574,20.3,206,7.3,289,10.2,70,2.5,2127,75.3,359,12.7,699,24.7
193,08001008801,ADAMS,"Census Tract 88.01, Adams County, Colorado",5160,3150,466,14.8,633,20.1,1241,39.4,442,14,212,6.7,148,4.7,8,0.3,2051,65.1,156,5,1099,34.9
194,08001009401,ADAMS,"Census Tract 94.01, Adams County, Colorado",5406,3670,345,9.4,381,10.4,1054,28.7,647,17.6,350,9.5,712,19.4,181,4.9,2944,80.2,893,24.3,726,19.8
195,08001009406,ADAMS,"Census Tract 94.06, Adams County, Colorado",4586,3158,76,2.4,196,6.2,881,27.9,906,28.7,261,8.3,617,19.5,221,7,2886,91.4,838,26.5,272,8.6
196,08001008542,ADAMS,"Census Tract 85.42, Adams County, Colorado",9823,5854,99,1.7,422,7.2,1354,23.1,1385,23.7,647,11.1,1294,22.1,653,11.2,5333,91.1,1947,33.3,521,8.9
197,08001008536,ADAMS,"Census Tract 85.36, Adams County, Colorado",3495,2223,48,2.2,110,4.9,487,21.9,589,26.5,248,11.2,475,21.4,266,12,2065,92.9,741,33.3,158,7.1
198,08001008539,ADAMS,"Census Tract 85.39, Adams County, Colorado",11059,6550,159,2.4,256,3.9,2004,30.6,1460,22.3,738,11.3,1404,21.4,529,8.1,6135,93.7,1933,29.5,415,6.3
199,08001009327,ADAMS,"Census Tract 93.27, Adams County, Colorado",4435,2905,78,2.7,290,10,910,31.3,591,20.3,203,7,481,16.6,352,12.1,2537,87.3,833,28.7,368,12.7
200,08001009207,ADAMS,"Census Tract 92.07, Adams County, Colorado",4760,3116,209,6.7,244,7.8,1193,38.3,626,20.1,385,12.4,365,11.7,94,3,2663,85.5,459,14.7,453,14.5
201,08001008548,ADAMS,"Census Tract 85.48, Adams County, Colorado",1639,1156,26,2.2,14,1.2,208,18,282,24.4,105,9.1,332,28.7,189,16.3,1116,96.5,521,45.1,40,3.4
202,08001060100,ADAMS,"Census Tract 601, Adams County, Colorado",7879,5125,129,2.5,180,3.5,1102,21.5,1256,24.5,347,6.8,1408,27.5,703,13.7,4816,94,2111,41.2,309,6
203,08001009410,ADAMS,"Census Tract 94.10, Adams County, Colorado",3064,2316,45,1.9,80,3.5,223,9.6,431,18.6,174,7.5,815,35.2,548,23.7,2191,94.6,1363,58.9,125,5.4
204,08001008802,ADAMS,"Census Tract 88.02, Adams County, Colorado",5396,3037,827,27.2,486,16,1095,36.1,349,11.5,121,4,123,4.1,36,1.2,1724,56.8,159,5.2,1313,43.2
205,08001008529,ADAMS,"Census Tract 85.29, Adams County, Colorado",7446,5287,96,1.8,588,11.1,1287,24.3,1198,22.7,554,10.5,1104,20.9,460,8.7,4603,87.1,1564,29.6,684,12.9
206,08001008534,ADAMS,"Census Tract 85.34, Adams County, Colorado",4946,2924,64,2.2,275,9.4,862,29.5,811,27.7,339,11.6,407,13.9,166,5.7,2585,88.4,573,19.6,339,11.6
207,08001009103,ADAMS,"Census Tract 91.03, Adams County, Colorado",4435,2374,492,20.7,337,14.2,709,29.9,459,19.3,131,5.5,180,7.6,66,2.8,1545,65.1,246,10.4,829,34.9
208,08001008603,ADAMS,"Census Tract 86.03, Adams County, Colorado",1937,1204,128,10.6,64,5.3,540,44.9,304,25.2,99,8.2,51,4.2,18,1.5,1012,84.1,69,5.7,192,15.9
209,08001009408,ADAMS,"Census Tract 94.08, Adams County, Colorado",4754,3250,29,0.9,22,0.7,396,12.2,587,18.1,335,10.3,1157,35.6,724,22.3,3199,98.4,1881,57.9,51,1.6
210,08001008524,ADAMS,"Census Tract 85.24, Adams County, Colorado",9158,5974,95,1.6,281,4.7,1184,19.8,1448,24.2,651,10.9,1432,24,883,14.8,5598,93.7,2315,38.8,376,6.3
211,08001008508,ADAMS,"Census Tract 85.08, Adams County, Colorado",5672,3637,135,3.7,190,5.2,947,26,1012,27.8,364,10,706,19.4,283,7.8,3312,91.1,989,27.2,325,8.9
212,08001008401,ADAMS,"Census Tract 84.01, Adams County, Colorado",4978,3415,37,1.1,203,5.9,1256,36.8,891,26.1,489,14.3,433,12.7,106,3.1,3175,93,539,15.8,240,7
213,08001008523,ADAMS,"Census Tract 85.23, Adams County, Colorado",9226,6398,149,2.3,175,2.7,2140,33.4,1980,30.9,727,11.4,924,14.4,303,4.7,6074,94.9,1227,19.2,324,5
214,08001008402,ADAMS,"Census Tract 84.02, Adams County, Colorado",5141,3220,37,1.1,102,3.2,843,26.2,1000,31.1,457,14.2,517,16.1,264,8.2,3081,95.7,781,24.3,139,4.3
215,08069002802,LARIMER,"Census Tract 28.02, Larimer County, Colorado",6616,5395,16,0.3,106,2,948,17.6,1218,22.6,328,6.1,1475,27.3,1304,24.2,5273,97.7,2779,51.5,122,2.3
216,08069002503,LARIMER,"Census Tract 25.03, Larimer County, Colorado",2666,2105,58,2.8,107,5.1,540,25.7,502,23.8,123,5.8,542,25.7,233,11.1,1940,92.2,775,36.8,165,7.9
217,08069001608,LARIMER,"Census Tract 16.08, Larimer County, Colorado",6411,3755,28,0.7,39,1,281,7.5,507,13.5,348,9.3,1341,35.7,1211,32.3,3688,98.2,2552,68,67,1.7
218,08069001607,LARIMER,"Census Tract 16.07, Larimer County, Colorado",3892,2537,0,0,18,0.7,291,11.5,417,16.4,243,9.6,958,37.8,610,24,2519,99.3,1568,61.8,18,0.7
219,08125963100,YUMA,"Census Tract 9631, Yuma County, Colorado",4422,2980,199,6.7,189,6.3,794,26.6,787,26.4,229,7.7,548,18.4,234,7.9,2592,87,782,26.2,388,13
220,08001008547,ADAMS,"Census Tract 85.47, Adams County, Colorado",3663,2402,86,3.6,179,7.5,739,30.8,540,22.5,172,7.2,603,25.1,83,3.5,2137,89,686,28.6,265,11.1
221,08001008543,ADAMS,"Census Tract 85.43, Adams County, Colorado",9090,5679,251,4.4,594,10.5,1737,30.6,1198,21.1,460,8.1,977,17.2,462,8.1,4834,85.1,1439,25.3,845,14.9
222,08001008544,ADAMS,"Census Tract 85.44, Adams County, Colorado",5729,3569,46,1.3,140,3.9,525,14.7,668,18.7,333,9.3,1205,33.8,652,18.3,3383,94.8,1857,52,186,5.2
223,08001008545,ADAMS,"Census Tract 85.45, Adams County, Colorado",7138,4736,227,4.8,104,2.2,1036,21.9,963,20.3,494,10.4,1268,26.8,644,13.6,4405,93,1912,40.4,331,7
224,08001060000,ADAMS,"Census Tract 600, Adams County, Colorado",6338,3955,29,0.7,83,2.1,686,17.3,929,23.5,279,7.1,1297,32.8,652,16.5,3843,97.2,1949,49.3,112,2.8
225,08001061200,ADAMS,"Census Tract 612, Adams County, Colorado",2795,1777,24,1.4,112,6.3,368,20.7,291,16.4,172,9.7,578,32.5,232,13.1,1641,92.3,810,45.6,136,7.7
226,08001008549,ADAMS,"Census Tract 85.49, Adams County, Colorado",4022,2539,28,1.1,260,10.2,602,23.7,582,22.9,248,9.8,558,22,261,10.3,2251,88.7,819,32.3,288,11.3
227,08001008551,ADAMS,"Census Tract 85.51, Adams County, Colorado",1569,999,61,6.1,50,5,260,26,139,13.9,80,8,275,27.5,134,13.4,888,88.9,409,40.9,111,11.1
228,08069001606,LARIMER,"Census Tract 16.06, Larimer County, Colorado",3645,2254,27,1.2,99,4.4,354,15.7,264,11.7,264,11.7,804,35.7,442,19.6,2128,94.4,1246,55.3,126,5.6
229,08069000505,LARIMER,"Census Tract 5.05, Larimer County, Colorado",3768,1492,10,0.7,59,4,435,29.2,290,19.4,152,10.2,263,17.6,283,19,1423,95.4,546,36.6,69,4.7
230,08069000202,LARIMER,"Census Tract 2.02, Larimer County, Colorado",2435,1821,38,2.1,130,7.1,208,11.4,286,15.7,120,6.6,552,30.3,487,26.7,1653,90.8,1039,57.1,168,9.2
231,08069001307,LARIMER,"Census Tract 13.07, Larimer County, Colorado",4571,3281,41,1.2,47,1.4,596,18.2,834,25.4,378,11.5,797,24.3,588,17.9,3193,97.3,1385,42.2,88,2.6
232,08069002801,LARIMER,"Census Tract 28.01, Larimer County, Colorado",3507,2978,0,0,82,2.8,574,19.3,668,22.4,171,5.7,845,28.4,638,21.4,2896,97.2,1483,49.8,82,2.8
233,08069001808,LARIMER,"Census Tract 18.08, Larimer County, Colorado",4665,3705,57,1.5,62,1.7,872,23.5,663,17.9,384,10.4,939,25.3,728,19.6,3586,96.8,1667,45,119,3.2
234,08069001605,LARIMER,"Census Tract 16.05, Larimer County, Colorado",6220,3961,69,1.7,193,4.9,408,10.3,610,15.4,362,9.1,1396,35.2,923,23.3,3699,93.4,2319,58.5,262,6.6
235,08069002502,LARIMER,"Census Tract 25.02, Larimer County, Colorado",12151,7925,41,0.5,203,2.6,1845,23.3,1932,24.4,1053,13.3,1808,22.8,1043,13.2,7681,96.9,2851,36,244,3.1
236,08069002501,LARIMER,"Census Tract 25.01, Larimer County, Colorado",11250,7417,163,2.2,210,2.8,1016,13.7,1233,16.6,419,5.6,2460,33.2,1916,25.8,7044,95,4376,59,373,5
237,08069002011,LARIMER,"Census Tract 20.11, Larimer County, Colorado",5188,3823,43,1.1,110,2.9,647,16.9,734,19.2,511,13.4,1028,26.9,750,19.6,3670,96,1778,46.5,153,4
238,08001008550,ADAMS,"Census Tract 85.50, Adams County, Colorado",8220,5576,201,3.6,363,6.5,1496,26.8,1403,25.2,495,8.9,1261,22.6,357,6.4,5012,89.9,1618,29,564,10.1
239,08001008541,ADAMS,"Census Tract 85.41, Adams County, Colorado",6241,4861,15,0.3,143,2.9,981,20.2,1204,24.8,486,10,1277,26.3,755,15.5,4703,96.7,2032,41.8,158,3.2
240,08001008540,ADAMS,"Census Tract 85.40, Adams County, Colorado",8029,5282,35,0.7,160,3,1336,25.3,1091,20.7,703,13.3,1443,27.3,514,9.7,5087,96.3,1957,37.1,195,3.7
241,08001008535,ADAMS,"Census Tract 85.35, Adams County, Colorado",3883,2509,66,2.6,273,10.9,741,29.5,453,18.1,253,10.1,488,19.4,235,9.4,2170,86.5,723,28.8,339,13.5
242,08001008537,ADAMS,"Census Tract 85.37, Adams County, Colorado",6846,4051,230,5.7,314,7.8,1230,30.4,1013,25,316,7.8,667,16.5,281,6.9,3507,86.6,948,23.4,544,13.5
243,08001008606,ADAMS,"Census Tract 86.06, Adams County, Colorado",6120,4097,354,8.6,440,10.7,1349,32.9,888,21.7,485,11.8,386,9.4,195,4.8,3303,80.6,581,14.2,794,19.3
244,08001988700,ADAMS,"Census Tract 9887, Adams County, Colorado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,08001009104,ADAMS,"Census Tract 91.04, Adams County, Colorado",6355,3992,359,9,401,10,1478,37,611,15.3,532,13.3,428,10.7,183,4.6,3232,81,611,15.3,760,19
246,08069002010,LARIMER,"Census Tract 20.10, Larimer County, Colorado",2565,2041,7,0.3,30,1.5,392,19.2,475,23.3,169,8.3,588,28.8,380,18.6,2004,98.2,968,47.4,37,1.8
247,08069001809,LARIMER,"Census Tract 18.09, Larimer County, Colorado",11434,7850,71,0.9,76,1,1433,18.3,1547,19.7,893,11.4,2244,28.6,1586,20.2,7703,98.1,3830,48.8,147,1.9
248,08069001709,LARIMER,"Census Tract 17.09, Larimer County, Colorado",17875,12502,228,1.8,257,2.1,2187,17.5,2373,19,1200,9.6,3827,30.6,2430,19.4,12017,96.1,6257,50,485,3.9
249,08069001708,LARIMER,"Census Tract 17.08, Larimer County, Colorado",4645,2696,96,3.6,92,3.4,343,12.7,538,20,243,9,884,32.8,500,18.5,2508,93,1384,51.3,188,7
250,08069001308,LARIMER,"Census Tract 13.08, Larimer County, Colorado",5737,3935,0,0,146,3.7,395,10,612,15.6,277,7,1389,35.3,1116,28.4,3789,96.3,2505,63.7,146,3.7
251,08069000802,LARIMER,"Census Tract 8.02, Larimer County, Colorado",1305,976,36,3.7,23,2.4,150,15.4,215,22,64,6.6,315,32.3,173,17.7,917,94,488,50,59,6.1
252,08069000801,LARIMER,"Census Tract 8.01, Larimer County, Colorado",1576,1175,4,0.3,35,3,144,12.3,199,16.9,62,5.3,448,38.1,283,24.1,1136,96.7,731,62.2,39,3.3
253,08069000506,LARIMER,"Census Tract 5.06, Larimer County, Colorado",3243,1663,0,0,74,4.4,288,17.3,417,25.1,163,9.8,481,28.9,240,14.4,1589,95.6,721,43.4,74,4.4
254,08069000504,LARIMER,"Census Tract 5.04, Larimer County, Colorado",2996,1163,0,0,62,5.3,205,17.6,230,19.8,70,6,359,30.9,237,20.4,1101,94.7,596,51.2,62,5.3
255,08069000503,LARIMER,"Census Tract 5.03, Larimer County, Colorado",6379,2110,10,0.5,94,4.5,227,10.8,568,26.9,101,4.8,520,24.6,590,28,2006,95.1,1110,52.6,104,5
256,08069000402,LARIMER,"Census Tract 4.02, Larimer County, Colorado",2528,1416,0,0,39,2.8,132,9.3,243,17.2,120,8.5,525,37.1,357,25.2,1377,97.2,882,62.3,39,2.8
257,08069000401,LARIMER,"Census Tract 4.01, Larimer County, Colorado",1972,1372,5,0.4,31,2.3,159,11.6,311,22.7,130,9.5,466,34,270,19.7,1336,97.4,736,53.6,36,2.7
258,08069000201,LARIMER,"Census Tract 2.01, Larimer County, Colorado",2923,1322,0,0,30,2.3,250,18.9,115,8.7,40,3,584,44.2,303,22.9,1292,97.7,887,67.1,30,2.3
259,08069001902,LARIMER,"Census Tract 19.02, Larimer County, Colorado",4455,3390,31,0.9,57,1.7,967,28.5,812,24,257,7.6,787,23.2,479,14.1,3302,97.4,1266,37.3,88,2.6
260,08001008604,ADAMS,"Census Tract 86.04, Adams County, Colorado",5254,3846,128,3.3,516,13.4,1732,45,811,21.1,309,8,257,6.7,93,2.4,3202,83.3,350,9.1,644,16.7
261,08001008605,ADAMS,"Census Tract 86.05, Adams County, Colorado",4278,2826,128,4.5,121,4.3,925,32.7,812,28.7,210,7.4,421,14.9,209,7.4,2577,91.2,630,22.3,249,8.8
262,08001009553,ADAMS,"Census Tract 95.53, Adams County, Colorado",3760,2601,659,25.3,355,13.6,520,20,272,10.5,226,8.7,400,15.4,169,6.5,1587,61,569,21.9,1014,38.9
263,08001008706,ADAMS,"Census Tract 87.06, Adams County, Colorado",6056,3434,487,14.2,769,22.4,1124,32.7,481,14,237,6.9,258,7.5,78,2.3,2178,63.4,336,9.8,1256,36.6
264,08001009101,ADAMS,"Census Tract 91.01, Adams County, Colorado",4639,2939,369,12.6,303,10.3,1097,37.3,648,22,211,7.2,197,6.7,114,3.9,2267,77.1,311,10.6,672,22.9
265,08001009002,ADAMS,"Census Tract 90.02, Adams County, Colorado",10038,6387,910,14.2,729,11.4,1800,28.2,1741,27.3,339,5.3,624,9.8,244,3.8,4748,74.3,868,13.6,1639,25.6
266,08069002007,LARIMER,"Census Tract 20.07, Larimer County, Colorado",3681,2813,29,1,44,1.6,553,19.7,837,29.8,388,13.8,610,21.7,352,12.5,2740,97.4,962,34.2,73,2.6
267,08069002005,LARIMER,"Census Tract 20.05, Larimer County, Colorado",5523,3752,46,1.2,164,4.4,1087,29,977,26,457,12.2,820,21.9,201,5.4,3542,94.4,1021,27.2,210,5.6
