OBJECTID,FIPS,County,Tract_Name,Population_Total,Percent_Poverty_AllPeople_Income_Below_Pov_Level,Poverty_Per_Capita_Income,Housing_Poverty_Median_Household_Income,Housing_Poverty_Mean_Household_Income
1079,08041003100,EL PASO,"Census Tract 31, El Paso County, Colorado",4351,4.8,75521,105000,177913
1080,08041002101,EL PASO,"Census Tract 21.01, El Paso County, Colorado",3755,22.1,24375,42384,49139
1081,08041001400,EL PASO,"Census Tract 14, El Paso County, Colorado",3321,12.4,32141,47569,64900
1082,08041001302,EL PASO,"Census Tract 13.02, El Paso County, Colorado",5399,18.8,31319,49922,64898
1083,08041001104,EL PASO,"Census Tract 11.04, El Paso County, Colorado",3161,10.8,32953,44231,65741
1084,08041000800,EL PASO,"Census Tract 8, El Paso County, Colorado",2985,14.1,32466,51612,68956
1085,08041000700,EL PASO,"Census Tract 7, El Paso County, Colorado",3413,11.8,27778,46776,61413
1086,08041000600,EL PASO,"Census Tract 6, El Paso County, Colorado",3007,7.2,31800,66273,72868
1087,08041000500,EL PASO,"Census Tract 5, El Paso County, Colorado",2100,10.1,31513,54766,69454
1088,08041000400,EL PASO,"Census Tract 4, El Paso County, Colorado",2214,10,35641,57841,69777
1089,08041007800,EL PASO,"Census Tract 78, El Paso County, Colorado",5457,11.3,34878,62344,98953
1090,08041000302,EL PASO,"Census Tract 3.02, El Paso County, Colorado",5021,25.4,18089,36289,41573
1091,08041007700,EL PASO,"Census Tract 77, El Paso County, Colorado",6123,6.4,44527,66377,98188
1092,08005083500,ARAPAHOE,"Census Tract 835, Arapahoe County, Colorado",6461,13.4,30991,67396,87614
1093,08005082800,ARAPAHOE,"Census Tract 828, Arapahoe County, Colorado",5121,9,30402,72620,79878
1094,08005082400,ARAPAHOE,"Census Tract 824, Arapahoe County, Colorado",4335,23.6,25393,58050,73191
1095,08005005630,ARAPAHOE,"Census Tract 56.30, Arapahoe County, Colorado",5824,3,48124,95985,126160
1096,08005005631,ARAPAHOE,"Census Tract 56.31, Arapahoe County, Colorado",3324,3.2,51697,118438,138733
1097,08005005628,ARAPAHOE,"Census Tract 56.28, Arapahoe County, Colorado",5859,1.3,44954,96208,113190
1098,08005005632,ARAPAHOE,"Census Tract 56.32, Arapahoe County, Colorado",3416,4.8,43892,116632,122960
1099,08005005629,ARAPAHOE,"Census Tract 56.29, Arapahoe County, Colorado",2483,4.3,77361,162614,229827
1100,08005084400,ARAPAHOE,"Census Tract 844, Arapahoe County, Colorado",3101,6.7,31508,77132,90303
1101,08055960900,HUERFANO,"Census Tract 9609, Huerfano County, Colorado",3517,13,29585,54773,60809
1102,08055960600,HUERFANO,"Census Tract 9606, Huerfano County, Colorado",3162,18.9,20196,27801,39577
1103,08005005624,ARAPAHOE,"Census Tract 56.24, Arapahoe County, Colorado",2443,1.8,57749,114500,156753
1104,08005005627,ARAPAHOE,"Census Tract 56.27, Arapahoe County, Colorado",4783,5.5,54354,106875,136043
1105,08005005614,ARAPAHOE,"Census Tract 56.14, Arapahoe County, Colorado",3212,4.5,41356,91354,99346
1106,08005006707,ARAPAHOE,"Census Tract 67.07, Arapahoe County, Colorado",5143,4.2,50745,107104,135585
1107,08005006708,ARAPAHOE,"Census Tract 67.08, Arapahoe County, Colorado",5058,2.5,59567,113529,150936
1108,08005006604,ARAPAHOE,"Census Tract 66.04, Arapahoe County, Colorado",4544,8.2,32647,50660,75298
1109,08005006603,ARAPAHOE,"Census Tract 66.03, Arapahoe County, Colorado",3310,11.3,41276,74969,93618
1110,08005006705,ARAPAHOE,"Census Tract 67.05, Arapahoe County, Colorado",2034,5.9,140577,250001,432784
1111,08005006601,ARAPAHOE,"Census Tract 66.01, Arapahoe County, Colorado",5830,14.8,33722,47688,71328
1112,08005005621,ARAPAHOE,"Census Tract 56.21, Arapahoe County, Colorado",2774,2.7,72953,127596,167499
1113,08005005625,ARAPAHOE,"Census Tract 56.25, Arapahoe County, Colorado",3541,5.2,46619,100893,113053
1114,08005006704,ARAPAHOE,"Census Tract 67.04, Arapahoe County, Colorado",4613,2.5,141200,250001,411302
1115,08005005620,ARAPAHOE,"Census Tract 56.20, Arapahoe County, Colorado",3152,7.6,39756,55694,70374
1116,08005006709,ARAPAHOE,"Census Tract 67.09, Arapahoe County, Colorado",5327,0.9,60334,125172,144695
1117,08005005619,ARAPAHOE,"Census Tract 56.19, Arapahoe County, Colorado",5102,4.4,49972,84079,134210
1118,08005005633,ARAPAHOE,"Census Tract 56.33, Arapahoe County, Colorado",3222,1.8,61843,107756,144176
1119,08005081700,ARAPAHOE,"Census Tract 817, Arapahoe County, Colorado",2991,2,52657,148229,158033
1120,08005015100,ARAPAHOE,"Census Tract 151, Arapahoe County, Colorado",2835,4,56989,132955,148248
1121,08005083900,ARAPAHOE,"Census Tract 839, Arapahoe County, Colorado",3071,5.2,39257,61429,79088
1122,08005082900,ARAPAHOE,"Census Tract 829, Arapahoe County, Colorado",4893,2.4,37805,80616,103273
1123,08005087300,ARAPAHOE,"Census Tract 873, Arapahoe County, Colorado",8018,6.8,35634,59259,88660
1124,08005086900,ARAPAHOE,"Census Tract 869, Arapahoe County, Colorado",3118,12.5,30860,62011,63887
1125,08005087100,ARAPAHOE,"Census Tract 871, Arapahoe County, Colorado",2789,17.5,26699,45438,54805
1126,08005007301,ARAPAHOE,"Census Tract 73.01, Arapahoe County, Colorado",2278,11.3,25802,49821,59270
1127,08005006100,ARAPAHOE,"Census Tract 61, Arapahoe County, Colorado",3391,26.5,34844,55724,70282
1128,08005006300,ARAPAHOE,"Census Tract 63, Arapahoe County, Colorado",2601,7.7,42234,72143,92640
1129,08005006706,ARAPAHOE,"Census Tract 67.06, Arapahoe County, Colorado",5262,3.4,58328,99679,146398
1130,08005006200,ARAPAHOE,"Census Tract 62, Arapahoe County, Colorado",3518,10.5,35695,67101,84131
1131,08005005952,ARAPAHOE,"Census Tract 59.52, Arapahoe County, Colorado",3758,10.5,45249,71875,94001
1132,08005005951,ARAPAHOE,"Census Tract 59.51, Arapahoe County, Colorado",4509,21,34253,39680,56532
1133,08005005800,ARAPAHOE,"Census Tract 58, Arapahoe County, Colorado",2837,5.6,58444,91771,127768
1134,08005005612,ARAPAHOE,"Census Tract 56.12, Arapahoe County, Colorado",3789,4.7,77305,87808,195781
1135,08005006400,ARAPAHOE,"Census Tract 64, Arapahoe County, Colorado",3357,15,30010,58534,74116
1136,08005006000,ARAPAHOE,"Census Tract 60, Arapahoe County, Colorado",2683,13.1,38465,60117,71992
1137,08041000301,EL PASO,"Census Tract 3.01, El Paso County, Colorado",3376,18.6,26362,51635,62600
1138,08041000203,EL PASO,"Census Tract 2.03, El Paso County, Colorado",4318,23.2,27096,50303,62169
1139,08005080500,ARAPAHOE,"Census Tract 805, Arapahoe County, Colorado",3496,13.8,38574,64688,78520
1140,08005083000,ARAPAHOE,"Census Tract 830, Arapahoe County, Colorado",3750,3.7,38763,104861,113780
1141,08005083200,ARAPAHOE,"Census Tract 832, Arapahoe County, Colorado",9380,1.6,36268,106730,117753
1142,08005085900,ARAPAHOE,"Census Tract 859, Arapahoe County, Colorado",6270,2.9,37946,113750,122396
1143,08005006855,ARAPAHOE,"Census Tract 68.55, Arapahoe County, Colorado",5806,2.2,68697,137344,200434
1144,08005086400,ARAPAHOE,"Census Tract 864, Arapahoe County, Colorado",1988,3,85477,176618,233826
1145,08005086700,ARAPAHOE,"Census Tract 867, Arapahoe County, Colorado",5485,2.7,59020,164241,198924
1146,08005007103,ARAPAHOE,"Census Tract 71.03, Arapahoe County, Colorado",1716,1.9,43848,114107,124667
1147,08005005700,ARAPAHOE,"Census Tract 57, Arapahoe County, Colorado",3927,14.1,36705,51958,73116
1148,08005005622,ARAPAHOE,"Census Tract 56.22, Arapahoe County, Colorado",2631,2.7,92464,121000,229353
1149,08005005611,ARAPAHOE,"Census Tract 56.11, Arapahoe County, Colorado",5338,9,46432,87596,123126
1150,08005007400,ARAPAHOE,"Census Tract 74, Arapahoe County, Colorado",5386,16,22628,52891,67953
1151,08005005553,ARAPAHOE,"Census Tract 55.53, Arapahoe County, Colorado",4199,16.5,30248,59674,77528
1152,08005005626,ARAPAHOE,"Census Tract 56.26, Arapahoe County, Colorado",3845,6.1,38507,75536,86871
1153,08005007600,ARAPAHOE,"Census Tract 76, Arapahoe County, Colorado",3721,22.7,18807,40966,53926
1154,08041000202,EL PASO,"Census Tract 2.02, El Paso County, Colorado",4655,13.5,31044,64368,74823
1155,08041007900,EL PASO,"Census Tract 79, El Paso County, Colorado",2747,2.9,70306,90766,142259
1156,08041000102,EL PASO,"Census Tract 1.02, El Paso County, Colorado",3387,6.3,32629,81250,82759
1157,08041004701,EL PASO,"Census Tract 47.01, El Paso County, Colorado",4853,6.6,29570,68703,77536
1158,08041005501,EL PASO,"Census Tract 55.01, El Paso County, Colorado",4942,8.2,31857,66226,83167
1159,08041004901,EL PASO,"Census Tract 49.01, El Paso County, Colorado",3649,8.1,28918,56653,69934
1160,08041004902,EL PASO,"Census Tract 49.02, El Paso County, Colorado",5583,3.2,44680,95417,124148
1161,08041004501,EL PASO,"Census Tract 45.01, El Paso County, Colorado",5493,20.7,19889,45578,62246
1162,08041004008,EL PASO,"Census Tract 40.08, El Paso County, Colorado",3027,5.9,24248,82240,86479
1163,08041007000,EL PASO,"Census Tract 70, El Paso County, Colorado",4520,3.9,51439,120625,141077
1164,08041003702,EL PASO,"Census Tract 37.02, El Paso County, Colorado",5236,3.3,48146,112692,126782
1165,08041002800,EL PASO,"Census Tract 28, El Paso County, Colorado",6593,15.7,29270,41583,66125
1166,08041001301,EL PASO,"Census Tract 13.01, El Paso County, Colorado",2099,17.2,29856,50060,55944
1167,08041003902,EL PASO,"Census Tract 39.02, El Paso County, Colorado",14149,3,36426,109783,115812
1168,08041007300,EL PASO,"Census Tract 73, El Paso County, Colorado",10786,5.5,48987,126782,141687
1169,08005083700,ARAPAHOE,"Census Tract 837, Arapahoe County, Colorado",4518,4.2,40078,95548,115493
1170,08005086100,ARAPAHOE,"Census Tract 861, Arapahoe County, Colorado",4848,3.1,34645,99794,105521
1171,08005007107,ARAPAHOE,"Census Tract 71.07, Arapahoe County, Colorado",11605,4,44863,129939,149154
1172,08005085100,ARAPAHOE,"Census Tract 851, Arapahoe County, Colorado",6622,2.7,57880,172538,191816
1173,08005085600,ARAPAHOE,"Census Tract 856, Arapahoe County, Colorado",3396,0.1,47028,138250,158115
1174,08005085500,ARAPAHOE,"Census Tract 855, Arapahoe County, Colorado",5535,0.7,42917,112399,128757
1175,08005087000,ARAPAHOE,"Census Tract 870, Arapahoe County, Colorado",5264,18.4,33636,60570,75890
1176,08005086800,ARAPAHOE,"Census Tract 868, Arapahoe County, Colorado",7377,8.6,31848,62460,71218
1177,08005005551,ARAPAHOE,"Census Tract 55.51, Arapahoe County, Colorado",2951,17.3,23358,50643,57100
1178,08005007702,ARAPAHOE,"Census Tract 77.02, Arapahoe County, Colorado",4199,8.8,30004,66309,79435
1179,08005080100,ARAPAHOE,"Census Tract 801, Arapahoe County, Colorado",4051,13.8,28400,42371,57833
1180,08005084800,ARAPAHOE,"Census Tract 848, Arapahoe County, Colorado",3605,4.5,35951,100089,105344
1181,08005007101,ARAPAHOE,"Census Tract 71.01, Arapahoe County, Colorado",5726,5.2,35738,76528,100032
1182,08005081900,ARAPAHOE,"Census Tract 819, Arapahoe County, Colorado",6903,18.4,20095,43047,53989
1183,08005082000,ARAPAHOE,"Census Tract 820, Arapahoe County, Colorado",4413,18.2,20559,47379,49005
1184,08005081400,ARAPAHOE,"Census Tract 814, Arapahoe County, Colorado",4213,11.7,33935,70288,81371
1185,08005007202,ARAPAHOE,"Census Tract 72.02, Arapahoe County, Colorado",4218,11.4,18304,43348,52045
1186,08041007500,EL PASO,"Census Tract 75, El Paso County, Colorado",8852,1.3,51868,123028,151261
1187,08041003909,EL PASO,"Census Tract 39.09, El Paso County, Colorado",6330,4.5,31335,78375,87994
1188,08041002300,EL PASO,"Census Tract 23, El Paso County, Colorado",1892,26.9,28084,34750,51305
1189,08005087200,ARAPAHOE,"Census Tract 872, Arapahoe County, Colorado",4142,22.3,40843,56458,82789
1190,08005085000,ARAPAHOE,"Census Tract 850, Arapahoe County, Colorado",2088,6.3,52553,95385,131267
1191,08005083800,ARAPAHOE,"Census Tract 838, Arapahoe County, Colorado",2892,4.2,42193,71875,108271
1192,08005007105,ARAPAHOE,"Census Tract 71.05, Arapahoe County, Colorado",7006,6.2,37103,92222,116253
1193,08005007104,ARAPAHOE,"Census Tract 71.04, Arapahoe County, Colorado",5898,0.4,30168,96642,110833
1194,08005086000,ARAPAHOE,"Census Tract 860, Arapahoe County, Colorado",8476,2.1,32214,100795,106352
1195,08005007106,ARAPAHOE,"Census Tract 71.06, Arapahoe County, Colorado",6180,3,41527,125923,132169
1196,08005083100,ARAPAHOE,"Census Tract 831, Arapahoe County, Colorado",6928,4.4,40939,80076,105513
1197,08005080600,ARAPAHOE,"Census Tract 806, Arapahoe County, Colorado",3449,8.4,30810,52850,59534
1198,08005007302,ARAPAHOE,"Census Tract 73.02, Arapahoe County, Colorado",5121,22.6,16642,37855,44350
1199,08005080000,ARAPAHOE,"Census Tract 800, Arapahoe County, Colorado",3834,12.9,21132,53018,59356
1200,08005006854,ARAPAHOE,"Census Tract 68.54, Arapahoe County, Colorado",3097,7.1,43188,78555,104665
1201,08005007201,ARAPAHOE,"Census Tract 72.01, Arapahoe County, Colorado",4083,29.8,19487,44136,53841
1202,08005083600,ARAPAHOE,"Census Tract 836, Arapahoe County, Colorado",3758,6.2,33339,63531,75047
1203,08005086600,ARAPAHOE,"Census Tract 866, Arapahoe County, Colorado",5909,3,51778,89768,117045
1204,08005085300,ARAPAHOE,"Census Tract 853, Arapahoe County, Colorado",2441,2.4,61705,106250,158175
1205,08005085200,ARAPAHOE,"Census Tract 852, Arapahoe County, Colorado",3013,2.4,50914,150875,160417
1206,08005086500,ARAPAHOE,"Census Tract 865, Arapahoe County, Colorado",5159,4,50421,84614,133069
1207,08005086300,ARAPAHOE,"Census Tract 863, Arapahoe County, Colorado",4744,5.7,43271,88702,103196
1208,08005006856,ARAPAHOE,"Census Tract 68.56, Arapahoe County, Colorado",9231,8.4,38341,76518,95023
1209,08005006857,ARAPAHOE,"Census Tract 68.57, Arapahoe County, Colorado",2238,1.9,101406,161538,254828
1210,08005006501,ARAPAHOE,"Census Tract 65.01, Arapahoe County, Colorado",2276,18,34414,52171,60596
1211,08005005623,ARAPAHOE,"Census Tract 56.23, Arapahoe County, Colorado",4394,3.6,55008,105027,137408
1212,08005006713,ARAPAHOE,"Census Tract 67.13, Arapahoe County, Colorado",1806,5.6,47106,79345,87533
1213,08005006858,ARAPAHOE,"Census Tract 68.58, Arapahoe County, Colorado",5147,14.1,46427,73036,85883
1214,08005005635,ARAPAHOE,"Census Tract 56.35, Arapahoe County, Colorado",4989,3.7,54657,101510,133122
1215,08005006712,ARAPAHOE,"Census Tract 67.12, Arapahoe County, Colorado",1402,4.7,120486,171538,294605
1216,08005005636,ARAPAHOE,"Census Tract 56.36, Arapahoe County, Colorado",1833,3.9,138841,214773,373638
1217,08005004951,ARAPAHOE,"Census Tract 49.51, Arapahoe County, Colorado",1984,10.3,40059,54095,61818
1218,08005004952,ARAPAHOE,"Census Tract 49.52, Arapahoe County, Colorado",3193,10.1,44915,58306,75971
1219,08005082700,ARAPAHOE,"Census Tract 827, Arapahoe County, Colorado",3606,9.6,31951,83722,93648
1220,08005082200,ARAPAHOE,"Census Tract 822, Arapahoe County, Colorado",6383,13.9,24239,54340,68256
1221,08005082500,ARAPAHOE,"Census Tract 825, Arapahoe County, Colorado",2276,2.5,33876,84904,102000
1222,08005081500,ARAPAHOE,"Census Tract 815, Arapahoe County, Colorado",2887,7.2,37275,37243,49717
1223,08005006502,ARAPAHOE,"Census Tract 65.02, Arapahoe County, Colorado",3523,11.1,35047,68472,80826
1224,08005005552,ARAPAHOE,"Census Tract 55.52, Arapahoe County, Colorado",2754,17.8,21490,36400,44600
1225,08005007704,ARAPAHOE,"Census Tract 77.04, Arapahoe County, Colorado",5100,11,24081,54946,60842
1226,08005084100,ARAPAHOE,"Census Tract 841, Arapahoe County, Colorado",4623,11.2,29066,69417,82361
1227,08005084500,ARAPAHOE,"Census Tract 845, Arapahoe County, Colorado",2994,2.8,32877,63261,79630
1228,08005005634,ARAPAHOE,"Census Tract 56.34, Arapahoe County, Colorado",3309,6.3,57110,71875,109071
1229,08005084900,ARAPAHOE,"Census Tract 849, Arapahoe County, Colorado",3421,1.6,55871,153144,170598
1230,08005081100,ARAPAHOE,"Census Tract 811, Arapahoe County, Colorado",6289,15.2,23761,45230,55882
1231,08005081200,ARAPAHOE,"Census Tract 812, Arapahoe County, Colorado",5183,13.7,23019,51684,60715
1232,08005084700,ARAPAHOE,"Census Tract 847, Arapahoe County, Colorado",4292,5.1,37445,85091,97114
1233,08005084200,ARAPAHOE,"Census Tract 842, Arapahoe County, Colorado",3760,5,30229,71370,83990
1234,08005084300,ARAPAHOE,"Census Tract 843, Arapahoe County, Colorado",3740,5.7,31125,82411,94863
1235,08005085800,ARAPAHOE,"Census Tract 858, Arapahoe County, Colorado",1784,3.5,35103,86161,97878
1236,08005083400,ARAPAHOE,"Census Tract 834, Arapahoe County, Colorado",7275,2.7,30391,83587,95105
1237,08005081300,ARAPAHOE,"Census Tract 813, Arapahoe County, Colorado",3056,6.6,27750,62017,74766
1238,08005085400,ARAPAHOE,"Census Tract 854, Arapahoe County, Colorado",4723,0.5,44252,140500,143291
1239,08005086200,ARAPAHOE,"Census Tract 862, Arapahoe County, Colorado",6859,1.8,40971,122031,134398
1240,08005085700,ARAPAHOE,"Census Tract 857, Arapahoe County, Colorado",4511,5.4,31683,68611,81367
1241,08005083300,ARAPAHOE,"Census Tract 833, Arapahoe County, Colorado",4456,6.2,36745,91164,90261
1242,08005084000,ARAPAHOE,"Census Tract 840, Arapahoe County, Colorado",2640,5.6,33464,93500,107957
1243,08005007703,ARAPAHOE,"Census Tract 77.03, Arapahoe County, Colorado",4614,9.6,30745,63308,79133
1244,08005082100,ARAPAHOE,"Census Tract 821, Arapahoe County, Colorado",7211,23.9,25415,70148,75515
1245,08005081000,ARAPAHOE,"Census Tract 810, Arapahoe County, Colorado",5741,22.3,22166,43288,52210
1246,08005080300,ARAPAHOE,"Census Tract 803, Arapahoe County, Colorado",5626,9.2,37488,70134,89864
1247,08005080400,ARAPAHOE,"Census Tract 804, Arapahoe County, Colorado",4946,5.8,35056,70846,83470
1248,08005080800,ARAPAHOE,"Census Tract 808, Arapahoe County, Colorado",3699,9.4,21112,62819,65550
1249,08005080900,ARAPAHOE,"Census Tract 809, Arapahoe County, Colorado",4901,20.3,22508,67083,76603
